ticker,company_name,year,document_id,statement_type,relative_path
DTK,Tổng Công ty Điện lực TKV - CTCP,2016,DTK_financial_statements_2016_consolidated,consolidated,DTK/2016/DTK_financial_statements_2016_consolidated/DTK_financial_statements_2016_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2016,DTK_financial_statements_2016_separate,separate,DTK/2016/DTK_financial_statements_2016_separate/DTK_financial_statements_2016_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2017,DTK_financial_statements_2017_consolidated,consolidated,DTK/2017/DTK_financial_statements_2017_consolidated/DTK_financial_statements_2017_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2017,DTK_financial_statements_2017_separate,separate,DTK/2017/DTK_financial_statements_2017_separate/DTK_financial_statements_2017_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2018,DTK_financial_statements_2018_consolidated,consolidated,DTK/2018/DTK_financial_statements_2018_consolidated/DTK_financial_statements_2018_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2018,DTK_financial_statements_2018_separate,separate,DTK/2018/DTK_financial_statements_2018_separate/DTK_financial_statements_2018_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2019,DTK_financial_statements_2019_consolidated,consolidated,DTK/2019/DTK_financial_statements_2019_consolidated/DTK_financial_statements_2019_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2019,DTK_financial_statements_2019_separate,separate,DTK/2019/DTK_financial_statements_2019_separate/DTK_financial_statements_2019_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2020,DTK_financial_statements_2020_consolidated,consolidated,DTK/2020/DTK_financial_statements_2020_consolidated/DTK_financial_statements_2020_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2020,DTK_financial_statements_2020_separate,separate,DTK/2020/DTK_financial_statements_2020_separate/DTK_financial_statements_2020_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2021,DTK_financial_statements_2021_consolidated,consolidated,DTK/2021/DTK_financial_statements_2021_consolidated/DTK_financial_statements_2021_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2021,DTK_financial_statements_2021_separate,separate,DTK/2021/DTK_financial_statements_2021_separate/DTK_financial_statements_2021_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2022,DTK_financial_statements_2022_consolidated,consolidated,DTK/2022/DTK_financial_statements_2022_consolidated/DTK_financial_statements_2022_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2022,DTK_financial_statements_2022_separate,separate,DTK/2022/DTK_financial_statements_2022_separate/DTK_financial_statements_2022_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2023,DTK_financial_statements_2023_consolidated,consolidated,DTK/2023/DTK_financial_statements_2023_consolidated/DTK_financial_statements_2023_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2023,DTK_financial_statements_2023_separate,separate,DTK/2023/DTK_financial_statements_2023_separate/DTK_financial_statements_2023_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2024,DTK_financial_statements_2024_consolidated,consolidated,DTK/2024/DTK_financial_statements_2024_consolidated/DTK_financial_statements_2024_consolidated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2024,DTK_financial_statements_2024_separate,separate,DTK/2024/DTK_financial_statements_2024_separate/DTK_financial_statements_2024_separate_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2025,DTK_financial_statements_2025_aggregated,aggregated,DTK/2025/DTK_financial_statements_2025_aggregated/DTK_financial_statements_2025_aggregated_extracted.txt
DTK,Tổng Công ty Điện lực TKV - CTCP,2025,DTK_financial_statements_2025_consolidated,consolidated,DTK/2025/DTK_financial_statements_2025_consolidated/DTK_financial_statements_2025_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2015,DXG_financial_statements_2015_consolidated,consolidated,DXG/2015/DXG_financial_statements_2015_consolidated/DXG_financial_statements_2015_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2015,DXG_financial_statements_2015_separate,separate,DXG/2015/DXG_financial_statements_2015_separate/DXG_financial_statements_2015_separate_extracted.txt
DXG,CTCP Bluemarq Group,2016,DXG_financial_statements_2016_consolidated,consolidated,DXG/2016/DXG_financial_statements_2016_consolidated/DXG_financial_statements_2016_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2016,DXG_financial_statements_2016_separate,separate,DXG/2016/DXG_financial_statements_2016_separate/DXG_financial_statements_2016_separate_extracted.txt
DXG,CTCP Bluemarq Group,2017,DXG_financial_statements_2017_consolidated,consolidated,DXG/2017/DXG_financial_statements_2017_consolidated/DXG_financial_statements_2017_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2017,DXG_financial_statements_2017_separate,separate,DXG/2017/DXG_financial_statements_2017_separate/DXG_financial_statements_2017_separate_extracted.txt
DXG,CTCP Bluemarq Group,2018,DXG_financial_statements_2018_consolidated,consolidated,DXG/2018/DXG_financial_statements_2018_consolidated/DXG_financial_statements_2018_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2018,DXG_financial_statements_2018_separate,separate,DXG/2018/DXG_financial_statements_2018_separate/DXG_financial_statements_2018_separate_extracted.txt
DXG,CTCP Bluemarq Group,2019,DXG_financial_statements_2019_consolidated,consolidated,DXG/2019/DXG_financial_statements_2019_consolidated/DXG_financial_statements_2019_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2019,DXG_financial_statements_2019_separate,separate,DXG/2019/DXG_financial_statements_2019_separate/DXG_financial_statements_2019_separate_extracted.txt
DXG,CTCP Bluemarq Group,2020,DXG_financial_statements_2020_consolidated,consolidated,DXG/2020/DXG_financial_statements_2020_consolidated/DXG_financial_statements_2020_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2020,DXG_financial_statements_2020_separate,separate,DXG/2020/DXG_financial_statements_2020_separate/DXG_financial_statements_2020_separate_extracted.txt
DXG,CTCP Bluemarq Group,2021,DXG_financial_statements_2021_consolidated,consolidated,DXG/2021/DXG_financial_statements_2021_consolidated/DXG_financial_statements_2021_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2021,DXG_financial_statements_2021_separate,separate,DXG/2021/DXG_financial_statements_2021_separate/DXG_financial_statements_2021_separate_extracted.txt
DXG,CTCP Bluemarq Group,2022,DXG_financial_statements_2022_consolidated,consolidated,DXG/2022/DXG_financial_statements_2022_consolidated/DXG_financial_statements_2022_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2022,DXG_financial_statements_2022_separate,separate,DXG/2022/DXG_financial_statements_2022_separate/DXG_financial_statements_2022_separate_extracted.txt
DXG,CTCP Bluemarq Group,2023,DXG_financial_statements_2023_consolidated,consolidated,DXG/2023/DXG_financial_statements_2023_consolidated/DXG_financial_statements_2023_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2023,DXG_financial_statements_2023_separate,separate,DXG/2023/DXG_financial_statements_2023_separate/DXG_financial_statements_2023_separate_extracted.txt
DXG,CTCP Bluemarq Group,2024,DXG_financial_statements_2024_consolidated,consolidated,DXG/2024/DXG_financial_statements_2024_consolidated/DXG_financial_statements_2024_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2024,DXG_financial_statements_2024_separate,separate,DXG/2024/DXG_financial_statements_2024_separate/DXG_financial_statements_2024_separate_extracted.txt
DXG,CTCP Bluemarq Group,2025,DXG_financial_statements_2025_consolidated,consolidated,DXG/2025/DXG_financial_statements_2025_consolidated/DXG_financial_statements_2025_consolidated_extracted.txt
DXG,CTCP Bluemarq Group,2025,DXG_financial_statements_2025_separate,separate,DXG/2025/DXG_financial_statements_2025_separate/DXG_financial_statements_2025_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2019,DXS_financial_statements_2019_consolidated,consolidated,DXS/2019/DXS_financial_statements_2019_consolidated/DXS_financial_statements_2019_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2019,DXS_financial_statements_2019_separate,separate,DXS/2019/DXS_financial_statements_2019_separate/DXS_financial_statements_2019_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2020,DXS_financial_statements_2020_consolidated,consolidated,DXS/2020/DXS_financial_statements_2020_consolidated/DXS_financial_statements_2020_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2020,DXS_financial_statements_2020_separate,separate,DXS/2020/DXS_financial_statements_2020_separate/DXS_financial_statements_2020_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2021,DXS_financial_statements_2021_consolidated,consolidated,DXS/2021/DXS_financial_statements_2021_consolidated/DXS_financial_statements_2021_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2021,DXS_financial_statements_2021_separate,separate,DXS/2021/DXS_financial_statements_2021_separate/DXS_financial_statements_2021_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2022,DXS_financial_statements_2022_consolidated,consolidated,DXS/2022/DXS_financial_statements_2022_consolidated/DXS_financial_statements_2022_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2022,DXS_financial_statements_2022_separate,separate,DXS/2022/DXS_financial_statements_2022_separate/DXS_financial_statements_2022_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2023,DXS_financial_statements_2023_consolidated,consolidated,DXS/2023/DXS_financial_statements_2023_consolidated/DXS_financial_statements_2023_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2023,DXS_financial_statements_2023_separate,separate,DXS/2023/DXS_financial_statements_2023_separate/DXS_financial_statements_2023_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2024,DXS_financial_statements_2024_consolidated,consolidated,DXS/2024/DXS_financial_statements_2024_consolidated/DXS_financial_statements_2024_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2024,DXS_financial_statements_2024_separate,separate,DXS/2024/DXS_financial_statements_2024_separate/DXS_financial_statements_2024_separate_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2025,DXS_financial_statements_2025_consolidated,consolidated,DXS/2025/DXS_financial_statements_2025_consolidated/DXS_financial_statements_2025_consolidated_extracted.txt
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,2025,DXS_financial_statements_2025_separate,separate,DXS/2025/DXS_financial_statements_2025_separate/DXS_financial_statements_2025_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2015,EIB_financial_statements_2015_consolidated,consolidated,EIB/2015/EIB_financial_statements_2015_consolidated/EIB_financial_statements_2015_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2015,EIB_financial_statements_2015_separate,separate,EIB/2015/EIB_financial_statements_2015_separate/EIB_financial_statements_2015_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2016,EIB_financial_statements_2016_consolidated,consolidated,EIB/2016/EIB_financial_statements_2016_consolidated/EIB_financial_statements_2016_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2016,EIB_financial_statements_2016_separate,separate,EIB/2016/EIB_financial_statements_2016_separate/EIB_financial_statements_2016_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2017,EIB_financial_statements_2017_consolidated,consolidated,EIB/2017/EIB_financial_statements_2017_consolidated/EIB_financial_statements_2017_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2017,EIB_financial_statements_2017_separate,separate,EIB/2017/EIB_financial_statements_2017_separate/EIB_financial_statements_2017_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2018,EIB_financial_statements_2018_consolidated,consolidated,EIB/2018/EIB_financial_statements_2018_consolidated/EIB_financial_statements_2018_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2018,EIB_financial_statements_2018_separate,separate,EIB/2018/EIB_financial_statements_2018_separate/EIB_financial_statements_2018_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2019,EIB_financial_statements_2019_consolidated,consolidated,EIB/2019/EIB_financial_statements_2019_consolidated/EIB_financial_statements_2019_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2019,EIB_financial_statements_2019_separate,separate,EIB/2019/EIB_financial_statements_2019_separate/EIB_financial_statements_2019_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2020,EIB_financial_statements_2020_consolidated,consolidated,EIB/2020/EIB_financial_statements_2020_consolidated/EIB_financial_statements_2020_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2020,EIB_financial_statements_2020_separate,separate,EIB/2020/EIB_financial_statements_2020_separate/EIB_financial_statements_2020_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2021,EIB_financial_statements_2021_consolidated,consolidated,EIB/2021/EIB_financial_statements_2021_consolidated/EIB_financial_statements_2021_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2021,EIB_financial_statements_2021_separate,separate,EIB/2021/EIB_financial_statements_2021_separate/EIB_financial_statements_2021_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2022,EIB_financial_statements_2022_consolidated,consolidated,EIB/2022/EIB_financial_statements_2022_consolidated/EIB_financial_statements_2022_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2022,EIB_financial_statements_2022_separate,separate,EIB/2022/EIB_financial_statements_2022_separate/EIB_financial_statements_2022_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2023,EIB_financial_statements_2023_consolidated,consolidated,EIB/2023/EIB_financial_statements_2023_consolidated/EIB_financial_statements_2023_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2023,EIB_financial_statements_2023_separate,separate,EIB/2023/EIB_financial_statements_2023_separate/EIB_financial_statements_2023_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2024,EIB_financial_statements_2024_consolidated,consolidated,EIB/2024/EIB_financial_statements_2024_consolidated/EIB_financial_statements_2024_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2024,EIB_financial_statements_2024_separate,separate,EIB/2024/EIB_financial_statements_2024_separate/EIB_financial_statements_2024_separate_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2025,EIB_financial_statements_2025_consolidated,consolidated,EIB/2025/EIB_financial_statements_2025_consolidated/EIB_financial_statements_2025_consolidated_extracted.txt
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,2025,EIB_financial_statements_2025_separate,separate,EIB/2025/EIB_financial_statements_2025_separate/EIB_financial_statements_2025_separate_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2018,EVF_financial_statements_2018,other,EVF/2018/EVF_financial_statements_2018/EVF_financial_statements_2018_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2019,EVF_financial_statements_2019,other,EVF/2019/EVF_financial_statements_2019/EVF_financial_statements_2019_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2020,EVF_financial_statements_2020,other,EVF/2020/EVF_financial_statements_2020/EVF_financial_statements_2020_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2021,EVF_financial_statements_2021,other,EVF/2021/EVF_financial_statements_2021/EVF_financial_statements_2021_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2022,EVF_financial_statements_2022,other,EVF/2022/EVF_financial_statements_2022/EVF_financial_statements_2022_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2023,EVF_financial_statements_2023,other,EVF/2023/EVF_financial_statements_2023/EVF_financial_statements_2023_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2024,EVF_financial_statements_2024,other,EVF/2024/EVF_financial_statements_2024/EVF_financial_statements_2024_extracted.txt
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,2025,EVF_financial_statements_2025,other,EVF/2025/EVF_financial_statements_2025/EVF_financial_statements_2025_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2015,FIT_financial_statements_2015_consolidated,consolidated,FIT/2015/FIT_financial_statements_2015_consolidated/FIT_financial_statements_2015_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2015,FIT_financial_statements_2015_separate,separate,FIT/2015/FIT_financial_statements_2015_separate/FIT_financial_statements_2015_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2016,FIT_financial_statements_2016_consolidated,consolidated,FIT/2016/FIT_financial_statements_2016_consolidated/FIT_financial_statements_2016_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2016,FIT_financial_statements_2016_separate,separate,FIT/2016/FIT_financial_statements_2016_separate/FIT_financial_statements_2016_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2017,FIT_financial_statements_2017_consolidated,consolidated,FIT/2017/FIT_financial_statements_2017_consolidated/FIT_financial_statements_2017_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2017,FIT_financial_statements_2017_separate,separate,FIT/2017/FIT_financial_statements_2017_separate/FIT_financial_statements_2017_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2018,FIT_financial_statements_2018_consolidated,consolidated,FIT/2018/FIT_financial_statements_2018_consolidated/FIT_financial_statements_2018_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2018,FIT_financial_statements_2018_separate,separate,FIT/2018/FIT_financial_statements_2018_separate/FIT_financial_statements_2018_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2019,FIT_financial_statements_2019_consolidated,consolidated,FIT/2019/FIT_financial_statements_2019_consolidated/FIT_financial_statements_2019_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2019,FIT_financial_statements_2019_separate,separate,FIT/2019/FIT_financial_statements_2019_separate/FIT_financial_statements_2019_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2020,FIT_financial_statements_2020_consolidated,consolidated,FIT/2020/FIT_financial_statements_2020_consolidated/FIT_financial_statements_2020_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2020,FIT_financial_statements_2020_separate,separate,FIT/2020/FIT_financial_statements_2020_separate/FIT_financial_statements_2020_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2021,FIT_financial_statements_2021_consolidated,consolidated,FIT/2021/FIT_financial_statements_2021_consolidated/FIT_financial_statements_2021_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2021,FIT_financial_statements_2021_separate,separate,FIT/2021/FIT_financial_statements_2021_separate/FIT_financial_statements_2021_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2022,FIT_financial_statements_2022_consolidated,consolidated,FIT/2022/FIT_financial_statements_2022_consolidated/FIT_financial_statements_2022_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2022,FIT_financial_statements_2022_separate,separate,FIT/2022/FIT_financial_statements_2022_separate/FIT_financial_statements_2022_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2023,FIT_financial_statements_2023_consolidated,consolidated,FIT/2023/FIT_financial_statements_2023_consolidated/FIT_financial_statements_2023_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2023,FIT_financial_statements_2023_separate,separate,FIT/2023/FIT_financial_statements_2023_separate/FIT_financial_statements_2023_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2024,FIT_financial_statements_2024_consolidated,consolidated,FIT/2024/FIT_financial_statements_2024_consolidated/FIT_financial_statements_2024_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2024,FIT_financial_statements_2024_separate,separate,FIT/2024/FIT_financial_statements_2024_separate/FIT_financial_statements_2024_separate_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2025,FIT_financial_statements_2025_consolidated,consolidated,FIT/2025/FIT_financial_statements_2025_consolidated/FIT_financial_statements_2025_consolidated_extracted.txt
FIT,CTCP Tập đoàn F.I.T,2025,FIT_financial_statements_2025_separate,separate,FIT/2025/FIT_financial_statements_2025_separate/FIT_financial_statements_2025_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2015,FOX_financial_statements_2015_consolidated,consolidated,FOX/2015/FOX_financial_statements_2015_consolidated/FOX_financial_statements_2015_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2015,FOX_financial_statements_2015_separate,separate,FOX/2015/FOX_financial_statements_2015_separate/FOX_financial_statements_2015_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2016,FOX_financial_statements_2016_consolidated,consolidated,FOX/2016/FOX_financial_statements_2016_consolidated/FOX_financial_statements_2016_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2016,FOX_financial_statements_2016_separate,separate,FOX/2016/FOX_financial_statements_2016_separate/FOX_financial_statements_2016_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2017,FOX_financial_statements_2017_consolidated,consolidated,FOX/2017/FOX_financial_statements_2017_consolidated/FOX_financial_statements_2017_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2017,FOX_financial_statements_2017_separate,separate,FOX/2017/FOX_financial_statements_2017_separate/FOX_financial_statements_2017_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2018,FOX_financial_statements_2018_consolidated,consolidated,FOX/2018/FOX_financial_statements_2018_consolidated/FOX_financial_statements_2018_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2018,FOX_financial_statements_2018_separate,separate,FOX/2018/FOX_financial_statements_2018_separate/FOX_financial_statements_2018_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2019,FOX_financial_statements_2019_consolidated,consolidated,FOX/2019/FOX_financial_statements_2019_consolidated/FOX_financial_statements_2019_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2019,FOX_financial_statements_2019_separate,separate,FOX/2019/FOX_financial_statements_2019_separate/FOX_financial_statements_2019_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2020,FOX_financial_statements_2020_consolidated,consolidated,FOX/2020/FOX_financial_statements_2020_consolidated/FOX_financial_statements_2020_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2020,FOX_financial_statements_2020_separate,separate,FOX/2020/FOX_financial_statements_2020_separate/FOX_financial_statements_2020_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2021,FOX_financial_statements_2021_consolidated,consolidated,FOX/2021/FOX_financial_statements_2021_consolidated/FOX_financial_statements_2021_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2021,FOX_financial_statements_2021_separate,separate,FOX/2021/FOX_financial_statements_2021_separate/FOX_financial_statements_2021_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2022,FOX_financial_statements_2022_consolidated,consolidated,FOX/2022/FOX_financial_statements_2022_consolidated/FOX_financial_statements_2022_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2022,FOX_financial_statements_2022_separate,separate,FOX/2022/FOX_financial_statements_2022_separate/FOX_financial_statements_2022_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2023,FOX_financial_statements_2023_consolidated,consolidated,FOX/2023/FOX_financial_statements_2023_consolidated/FOX_financial_statements_2023_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2023,FOX_financial_statements_2023_separate,separate,FOX/2023/FOX_financial_statements_2023_separate/FOX_financial_statements_2023_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2024,FOX_financial_statements_2024_consolidated,consolidated,FOX/2024/FOX_financial_statements_2024_consolidated/FOX_financial_statements_2024_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2024,FOX_financial_statements_2024_separate,separate,FOX/2024/FOX_financial_statements_2024_separate/FOX_financial_statements_2024_separate_extracted.txt
FOX,CTCP Viễn thông FPT,2025,FOX_financial_statements_2025_consolidated,consolidated,FOX/2025/FOX_financial_statements_2025_consolidated/FOX_financial_statements_2025_consolidated_extracted.txt
FOX,CTCP Viễn thông FPT,2025,FOX_financial_statements_2025_separate,separate,FOX/2025/FOX_financial_statements_2025_separate/FOX_financial_statements_2025_separate_extracted.txt
FPT,CTCP FPT,2015,FPT_financial_statements_2015_consolidated,consolidated,FPT/2015/FPT_financial_statements_2015_consolidated/FPT_financial_statements_2015_consolidated_extracted.txt
FPT,CTCP FPT,2015,FPT_financial_statements_2015_separate,separate,FPT/2015/FPT_financial_statements_2015_separate/FPT_financial_statements_2015_separate_extracted.txt
FPT,CTCP FPT,2016,FPT_financial_statements_2016_consolidated,consolidated,FPT/2016/FPT_financial_statements_2016_consolidated/FPT_financial_statements_2016_consolidated_extracted.txt
FPT,CTCP FPT,2016,FPT_financial_statements_2016_separate,separate,FPT/2016/FPT_financial_statements_2016_separate/FPT_financial_statements_2016_separate_extracted.txt
FPT,CTCP FPT,2017,FPT_financial_statements_2017_consolidated,consolidated,FPT/2017/FPT_financial_statements_2017_consolidated/FPT_financial_statements_2017_consolidated_extracted.txt
FPT,CTCP FPT,2017,FPT_financial_statements_2017_separate,separate,FPT/2017/FPT_financial_statements_2017_separate/FPT_financial_statements_2017_separate_extracted.txt
FPT,CTCP FPT,2018,FPT_financial_statements_2018_consolidated,consolidated,FPT/2018/FPT_financial_statements_2018_consolidated/FPT_financial_statements_2018_consolidated_extracted.txt
FPT,CTCP FPT,2018,FPT_financial_statements_2018_separate,separate,FPT/2018/FPT_financial_statements_2018_separate/FPT_financial_statements_2018_separate_extracted.txt
FPT,CTCP FPT,2019,FPT_financial_statements_2019_consolidated,consolidated,FPT/2019/FPT_financial_statements_2019_consolidated/FPT_financial_statements_2019_consolidated_extracted.txt
FPT,CTCP FPT,2019,FPT_financial_statements_2019_separate,separate,FPT/2019/FPT_financial_statements_2019_separate/FPT_financial_statements_2019_separate_extracted.txt
FPT,CTCP FPT,2020,FPT_financial_statements_2020_consolidated,consolidated,FPT/2020/FPT_financial_statements_2020_consolidated/FPT_financial_statements_2020_consolidated_extracted.txt
FPT,CTCP FPT,2020,FPT_financial_statements_2020_separate,separate,FPT/2020/FPT_financial_statements_2020_separate/FPT_financial_statements_2020_separate_extracted.txt
FPT,CTCP FPT,2021,FPT_financial_statements_2021_consolidated,consolidated,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt
FPT,CTCP FPT,2021,FPT_financial_statements_2021_separate,separate,FPT/2021/FPT_financial_statements_2021_separate/FPT_financial_statements_2021_separate_extracted.txt
FPT,CTCP FPT,2022,FPT_financial_statements_2022_consolidated,consolidated,FPT/2022/FPT_financial_statements_2022_consolidated/FPT_financial_statements_2022_consolidated_extracted.txt
FPT,CTCP FPT,2022,FPT_financial_statements_2022_separate,separate,FPT/2022/FPT_financial_statements_2022_separate/FPT_financial_statements_2022_separate_extracted.txt
FPT,CTCP FPT,2023,FPT_financial_statements_2023_consolidated,consolidated,FPT/2023/FPT_financial_statements_2023_consolidated/FPT_financial_statements_2023_consolidated_extracted.txt
FPT,CTCP FPT,2023,FPT_financial_statements_2023_separate,separate,FPT/2023/FPT_financial_statements_2023_separate/FPT_financial_statements_2023_separate_extracted.txt
