question_index,question_id,question,relevant_doc_count,relevant_table_count,evidence_count,evidence_variables,query_df_variables,query_uses_df,query_uses_dfs,query_assigns_result,query_length
356,356,Số dư dự phòng rủi ro cho vay khách hàng của công ty mẹ Ngân hàng TMCP Công Thương Việt Nam đến ngày 31 tháng 12 năm 2019 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
357,357,Vốn góp của chủ sở hữu của công ty mẹ PVT đến ngày 31/12/2017 là bao nhiêu nghìn tỷ đồng?,0,0,0,,,False,False,False,0
358,358,Chi phí thuế TNDN hiện hành của Tổng Công ty Lâm nghiệp Việt Nam - CTCP năm 2021 là bao nhiêu tỷ đồng?,0,0,0,,,False,False,False,0
359,359,Lãi thuần từ hoạt động mua bán chứng khoán của Ngân hàng TMCP Quốc tế Việt Nam trong năm 2024 là bao nhiêu triệu đồng?,0,0,0,,,False,False,False,0
360,360,Tổng vốn góp đến ngày 31/12/2025 của công ty mẹ CTCP Phát triển Hạ tầng Kỹ thuật là bao nhiêu nghìn tỷ đồng?,0,0,0,,,False,False,False,0
361,361,Lưu chuyển tiền thuần từ hoạt động kinh doanh của công ty mẹ CTCP Địa ốc Sài Gòn Thương Tín (SCR) trong năm 2020 là bao nhiêu trăm tỷ đồng?,0,0,0,,,False,False,False,0
362,362,"Xét nhóm cổ phiếu CEO, HPX, KBC, SNZ, VIC, VPI và VRE trong năm 2022: Tỷ trọng tổng nợ ngắn hạn của các mã có hệ số hàng tồn kho/nợ ngắn hạn trên mức trung vị là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
363,363,"Trong giai đoạn 2016-2020, vào năm KBC có tỷ số D/E cao nhất, hệ số khả năng thanh toán lãi vay là bao nhiêu lần?",0,0,0,,,False,False,False,0
364,364,"Xét các doanh nghiệp hóa chất (GVR, DPM, DCM, PRT) có CFO dương trong cả hai năm 2020 và 2021, công ty đạt tăng trưởng doanh thu thuần cao nhất có tỷ số dồn tích năm 2021 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
365,365,"Trong giai đoạn 2016-2021, biên lợi nhuận gộp của năm ngay sau năm đầu tiên Công ty Phát triển Đô thị Kinh Bắc ghi nhận CFO âm là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
366,366,"Năm 2024, có bao nhiêu doanh nghiệp trong nhóm mã cổ phiếu HPX, NVL, SCR, VIC và VRE đồng thời ghi nhận vốn lưu động ròng âm và lưu chuyển tiền thuần từ hoạt động kinh doanh dương?",0,0,0,,,False,False,False,0
367,367,"Trong nhóm MSN, MCH, DBC, ASM và OGC, các công ty duy trì dòng tiền hoạt động dương ở cả năm 2024 và 2025 nhưng doanh thu thuần năm 2025 giảm so với 2024 có chênh lệch bình quân giữa biên lợi nhuận gộp và biên lợi nhuận ròng năm 2025 là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
368,368,"Năm 2022, trong nhóm HPG, HSG, MSR và NKG, các công ty có hệ số thanh toán nhanh thấp hơn trung vị của nhóm có biên lợi nhuận ròng bình quân là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
369,369,"Trong nhóm HPG, HSG, MSR và NKG, xét các công ty có hệ số thanh toán nhanh năm 2022 thấp hơn trung vị của nhóm. Công ty có mức thay đổi biên lợi nhuận gộp cao nhất từ năm 2022 sang năm 2023 có hệ số khả năng thanh toán lãi vay năm 2023 là bao nhiêu lần?",0,0,0,,,False,False,False,0
370,370,"Trong nhóm GEE, GEX và SAM, xét các công ty duy trì lưu chuyển tiền thuần từ hoạt động kinh doanh dương trong cả ba năm 2022–2024. Công ty có CAGR doanh thu thuần cao nhất giai đoạn 2022–2024 đạt biên lợi nhuận ròng năm 2024 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
371,371,"Năm 2024, trong nhóm BSR, PLX và PVT, công ty có biên lợi nhuận gộp cao nhất trong số các công ty có lưu chuyển tiền thuần từ hoạt động kinh doanh dương có hệ số khả năng thanh toán lãi vay là bao nhiêu lần?",0,0,0,,,False,False,False,0
372,372,Công ty Vincom Retail có hệ số dòng tiền hoạt động trên nợ ngắn hạn vào năm sau năm có hệ số thanh toán nhanh thấp nhất trong giai đoạn 2021-2024 là bao nhiêu lần?,0,0,0,,,False,False,False,0
373,373,"Trong nhóm HPG, HSG, MSR và NKG, xét các công ty có số ngày tồn kho năm 2022 cao hơn trung vị của nhóm. Công ty có mức giảm số ngày tồn kho lớn nhất trong giai đoạn 2022-2024 đạt biên lợi nhuận gộp năm 2024 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
374,374,"Trong nhóm HPG, HSG, MSR và NKG, xét các công ty có số ngày tồn kho năm 2022 cao hơn trung vị của nhóm. Mức thay đổi biên lợi nhuận gộp của từng công ty từ năm 2022 đến năm 2024 đạt bình quân bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
375,375,"Năm 2021, đối với nhóm DCM, DPM, GVR, PRT, chênh lệch về hệ số khả năng thanh toán lãi vay bình quân giữa phân nhóm có tỷ số D/E cao hơn trung vị và phân nhóm còn lại là bao nhiêu lần?",0,0,0,,,False,False,False,0
376,376,"Năm 2024, đối với các doanh nghiệp ngành Bất động sản (bao gồm các công ty HPX, KBC, NVL, SCR, VIC, VPI, VRE) có tỉ số thanh toán hiện hành lớn hơn 1.5, tỉ trọng hàng tồn kho trên tổng tài sản của doanh nghiệp có tỉ số thanh toán nhanh thấp nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
377,377,"Năm 2024, trong số các doanh nghiệp ngành thực phẩm (bao gồm các công ty ASM, DBC, MPC, MSN, OGC, QNS) ghi nhận tăng trưởng doanh thu thuần dương so với năm 2023, tỷ số CFO trên doanh thu thuần của doanh nghiệp có mức thay đổi biên lợi nhuận gộp thấp nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
378,378,"Trong giai đoạn 2018–2024 của HPG, xét các năm có biên lợi nhuận gộp thấp hơn trung vị của cả giai đoạn, ROE tại năm có tỷ số dòng tiền hoạt động trên doanh thu thuần cao nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
379,379,"Năm 2025, trong nhóm doanh nghiệp ngành Thực phẩm gồm ASM, DBC, MCH, MSN, OGC, VNM, xét phân nhóm có tốc độ tăng trưởng doanh thu thuần cao hơn trung vị của cả nhóm; hệ số khả năng thanh toán lãi vay của doanh nghiệp có biên lợi nhuận gộp cao nhất trong phân nhóm lọc này là bao nhiêu lần?",0,0,0,,,False,False,False,0
380,380,"Năm 2024, trong 5 doanh nghiệp có doanh thu thuần lớn nhất ngành quản lý và phát triển bất động sản (bao gồm các công ty DIG, HPX, KBC, NVL, SCR, VIC, VPI, VRE), có bao nhiêu doanh nghiệp đồng thời có hệ số thanh toán nhanh trên 1 lần và hệ số nợ phải trả trên vốn chủ sở hữu dưới 1,5 lần?",0,0,0,,,False,False,False,0
381,381,"Trong giai đoạn 2017-2023, tại năm HPG có tỷ lệ CFO trên LNST thấp nhất, hàng tồn kho cuối năm chiếm bao nhiêu phần trăm tổng tài sản cuối năm đó?",0,0,0,,,False,False,False,0
382,382,"Hệ số dòng tiền hoạt động trên nợ ngắn hạn năm 2023 của doanh nghiệp có mức giảm biên lợi nhuận gộp từ năm 2022 sang 2023 lớn hơn, trong 2 doanh nghiệp Đạm Phú Mỹ và Đạm Cà Mau, là bao nhiêu lần?",0,0,0,,,False,False,False,0
383,383,"Trong giai đoạn 2021-2024 của MWG, có bao nhiêu năm sau năm đầu tiên vừa cải thiện biên lợi nhuận gộp so với năm trước, vừa có CFO margin cao hơn trung vị CFO margin của cả giai đoạn?",0,0,0,,,False,False,False,0
384,384,"Trong nhóm Hoà Phát, Hoa Sen và Nam Kim, doanh nghiệp có mức tăng tỷ trọng hàng tồn kho trên tổng tài sản lớn nhất từ đầu năm đến cuối năm 2024 có biên lợi nhuận gộp năm 2024 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
385,385,"Trong các doanh nghiệp ngành Thực phẩm (bao gồm các công ty DBC, MPC, MSN, OGC, QNS) có LNST dương và CFO dương liên tục trong hai năm 2023-2024, tốc độ tăng trưởng doanh thu thuần bình quân năm 2024 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
386,386,"Trong giai đoạn 2020-2024, ở năm Công ty Cổ phần Tập đoàn Masan (MSN) có tỷ lệ dòng tiền thuần từ hoạt động kinh doanh (CFO) trên lợi nhuận sau thuế thấp nhất trong các năm lợi nhuận sau thuế dương, hệ số thanh toán nhanh cuối năm đó là bao nhiêu lần?",0,0,0,,,False,False,False,0
387,387,"Trong giai đoạn 2021-2024, ở năm mà Hòa Phát có tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên lợi nhuận sau thuế thấp nhất (chỉ tính các năm có lợi nhuận sau thuế lớn hơn 0), hệ số khả năng thanh toán lãi vay của năm đó là bao nhiêu lần?",0,0,0,,,False,False,False,0
388,388,"Trong nhóm doanh nghiệp bất động sản NVL, KBC, DIG, IJC, CEO và CRE trong năm 2024, biên lợi nhuận gộp bình quân của các doanh nghiệp có CFO margin âm là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
389,389,"Năm 2024, trong các doanh nghiệp bất động sản phát triển dự án gồm các mã NVL, VIC, VPI, SCR, KBC, HPX và VRE có hệ số nợ phải trả trên tổng tài sản cao hơn trung vị nhóm, hệ số thanh toán nhanh của doanh nghiệp có hệ số dòng tiền hoạt động trên nợ ngắn hạn cao nhất là bao nhiêu lần?",0,0,0,,,False,False,False,0
390,390,"Năm 2024, giá trị hàng tồn kho của doanh nghiệp có hệ số thanh toán nhanh thấp nhất trong 3 doanh nghiệp Hoà Phát, Hoa Sen, Nam Kim là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
391,391,"Trong nhóm VNM, MCH, QNS và OGC, chỉ xét các doanh nghiệp có doanh thu thuần năm 2024 tăng so với 2023; biên lợi nhuận ròng năm 2024 của doanh nghiệp có tỷ lệ SG&A cao nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
392,392,"Trong nhóm MCH, QNS và OGC năm 2024, hệ số thanh toán nhanh của doanh nghiệp có tỷ lệ CFO trên lợi nhuận sau thuế cao nhất là bao nhiêu lần?",0,0,0,,,False,False,False,0
393,393,"Trong nhóm HPG, HSG và NKG, xét các doanh nghiệp có doanh thu thuần năm 2024 tăng so với năm 2023; mức thay đổi biên lợi nhuận gộp của doanh nghiệp có tốc độ tăng doanh thu thuần cao nhất là bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
394,394,"Trong các doanh nghiệp ngành quản lý và phát triển bất động sản (bao gồm các công ty HPX, KBC, NVL, SCR, VIC, VPI, VRE) năm 2024 có lợi nhuận sau thuế dương, giá trị lưu chuyển tiền thuần từ hoạt động kinh doanh năm 2024 của doanh nghiệp có lợi nhuận sau thuế lớn nhất là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
395,395,"Trong giai đoạn từ năm 2022 đến năm 2025, vào năm mà doanh thu thuần của Đô thị Kinh Bắc bị sụt giảm sâu nhất so với năm trước đó, tỷ suất dòng tiền thuần từ hoạt động kinh doanh trên doanh thu thuần của năm đó là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
396,396,"Trong các doanh nghiệp ngành sản xuất thực phẩm (bao gồm các công ty ASM, DBC, MSN, OGC) có lưu chuyển tiền thuần từ hoạt động kinh doanh và lợi nhuận sau thuế năm 2024 đều dương, hệ số thanh toán nhanh tại ngày 31/12/2024 của doanh nghiệp có tỷ lệ dòng tiền kinh doanh trên lợi nhuận sau thuế lớn nhất là bao nhiêu lần?",0,0,0,,,False,False,False,0
397,397,"Trong các doanh nghiệp ngành quản lý và phát triển bất động sản (bao gồm các công ty DIG, HPX, KBC, NVL, SCR, VIC, VPI, VRE) năm 2024 có hệ số thanh toán hiện hành lớn hơn 1,5, doanh nghiệp có hệ số thanh toán nhanh thấp nhất ghi nhận giá trị hàng tồn kho là bao nhiêu nghìn tỷ đồng? Quy ước hệ số thanh toán nhanh = (Tài sản ngắn hạn - Hàng tồn kho) / Nợ ngắn hạn.",0,0,0,,,False,False,False,0
398,398,"Năm 2024, trong nhóm doanh nghiệp hạ tầng giao thông gồm các mã ACV, HHV và VSC, vòng quay tổng tài sản (tính theo tổng tài sản bình quân) của doanh nghiệp có tỷ trọng tài sản dài hạn trên tổng tài sản cao nhất là bao nhiêu vòng?",0,0,0,,,False,False,False,0
399,399,"Từ năm 2023 sang 2024, có bao nhiêu doanh nghiệp ngành thực phẩm (bao gồm các công ty ASM, DBC, MPC, MSN, OGC, QNS, VNM) có tốc độ tăng của tổng chi phí bán hàng và chi phí quản lý doanh nghiệp cao hơn tốc độ tăng doanh thu thuần?",0,0,0,,,False,False,False,0
400,400,"Trong các báo cáo hợp nhất của HPG giai đoạn 2020-2024, ở năm có tốc độ tăng doanh thu thuần so với năm liền trước cao nhất trong các năm tăng trưởng dương, tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên doanh thu thuần của năm đó là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
401,401,"Trong các doanh nghiệp ngành thực phẩm (bao gồm các công ty DBC, MPC, MSN, OGC, QNS) có lợi nhuận sau thuế dương và tỷ lệ CFO trên lợi nhuận sau thuế lớn hơn 0,5 trong cả hai năm 2023 và 2024, doanh nghiệp có tốc độ tăng trưởng doanh thu thuần năm 2024 (so với năm 2023) cao nhất có biên lợi nhuận gộp năm 2024 là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
402,402,"Từ 2023 sang 2024, trong các doanh nghiệp ngành quản lý và phát triển bất động sản (bao gồm các công ty HPX, KBC, NVL, VIC, VPI, VRE), có bao nhiêu doanh nghiệp đồng thời tăng tỷ trọng hàng tồn kho trên tổng tài sản và giảm biên lợi nhuận gộp?",0,0,0,,,False,False,False,0
403,403,"Trong các doanh nghiệp ngành quản lý và phát triển bất động sản (bao gồm các công ty DIG, HPX, KBC, NVL, SCR, VIC, VPI, VRE) trong năm 2024 có hệ số thanh toán hiện hành lớn hơn 1, hệ số dòng tiền hoạt động trên nợ ngắn hạn của doanh nghiệp có hệ số thanh toán nhanh thấp nhất là bao nhiêu lần?",0,0,0,,,False,False,False,0
404,404,"Năm 2024, trong các doanh nghiệp ngành hóa chất (bao gồm các công ty DCM, DPM, GVR), nhóm có hệ số nợ phải trả trên vốn chủ sở hữu cao hơn trung vị của nhóm chiếm bao nhiêu phần trăm tổng chi phí lãi vay của cả nhóm?",0,0,0,,,False,False,False,0
405,405,"Trong giai đoạn 2022-2024 của VIC, xét các năm doanh thu thuần tăng so với năm liền trước, ROE của năm có vòng quay tổng tài sản theo tài sản bình quân cao nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
406,406,"Trong năm 2024, các doanh nghiệp ngành thực phẩm (bao gồm các công ty DBC, MSN, OGC) có lợi nhuận sau thuế dương và hệ số chuyển đổi lợi nhuận (CFO/LNST) lớn hơn 1 đạt tốc độ tăng trưởng tài sản dài hạn bình quân là bao nhiêu phần trăm so với năm 2023?",0,0,0,,,False,False,False,0
407,407,"Xét Công ty Cổ phần Đầu tư Thế Giới Di Động, trong các năm thuộc giai đoạn 2021–2023 có lợi nhuận sau thuế dương, hãy xác định năm có hệ số chuyển đổi lợi nhuận (CFO/LNST) thấp nhất; từ đó cho biết hệ số thanh toán hiện hành tại thời điểm cuối năm kế tiếp là bao nhiêu lần?",0,0,0,,,False,False,False,0
408,408,"Xét các doanh nghiệp thuộc nhóm VNM, DBC, BAF và có tăng trưởng doanh thu thuần năm 2024 so với năm 2023 trên 5%; biên lợi nhuận gộp bình quân năm 2024 của các doanh nghiệp thỏa điều kiện là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
409,409,"Xét các công ty bất động sản gồm VIC, KBC, NLG, DXG và DIG, lấy trung vị tỷ trọng hàng tồn kho trên tổng tài sản cuối năm 2024 làm ngưỡng; biên lợi nhuận ròng bình quân năm 2024 của các doanh nghiệp có tỷ trọng cao hơn ngưỡng đó là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
410,410,"Xét năm 2024, trong nhóm HPG, HSG và NKG, ROE cao nhất của các công ty có hệ số nợ phải trả trên vốn chủ sở hữu thấp hơn trung vị của nhóm là bao nhiêu phần trăm? ROE được tính bằng lợi nhuận sau thuế chia cho vốn chủ sở hữu bình quân đầu và cuối kỳ.",0,0,0,,,False,False,False,0
411,411,"Căn cứ vào báo cáo tài chính hợp nhất năm 2025 của các doanh nghiệp bất động sản thuộc nhóm HPX, KBC, NVL, PDR và SCR, có bao nhiêu doanh nghiệp đồng thời ghi nhận tăng trưởng doanh thu thuần so với năm 2024 và có hệ số biên dòng tiền từ hoạt động kinh doanh (CFO Margin) âm trong năm 2025?",0,0,0,,,False,False,False,0
412,412,"Trong số các công ty Masan, Đại Dương và Vinamilk có lợi nhuận sau thuế dương, doanh nghiệp có biên lợi nhuận ròng cao nhất ghi nhận tỷ lệ lưu chuyển tiền thuần từ hoạt động kinh doanh trên lợi nhuận sau thuế là bao nhiêu lần?",0,0,0,,,False,False,False,0
413,413,"Năm 2024, trong số 5 doanh nghiệp có doanh thu thuần hợp nhất lớn nhất thuộc nhóm MSN, Vinamilk, MCH, Minh Phú, Dabaco, Sao Mai, Đường Quảng Ngãi và Đại Dương, có bao nhiêu doanh nghiệp vừa có hệ số thanh toán nhanh lớn hơn 1 lần, vừa có hệ số nợ phải trả trên vốn chủ sở hữu nhỏ hơn 1 lần?",0,0,0,,,False,False,False,0
414,414,"Trong nhóm Hoà Phát, Hoa Sen và Nam Kim, năm 2024, xét các doanh nghiệp có doanh thu thuần tăng trên 3% so với kỳ so sánh và lợi nhuận thuần từ hoạt động kinh doanh dương ở cả hai kỳ; biên lợi nhuận hoạt động năm 2024 của doanh nghiệp có đòn bẩy kinh doanh cao nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
415,415,"Tại năm mà Hoà Phát đạt doanh thu thuần cao nhất trong giai đoạn 2020-2024, hệ số thanh toán hiện hành cuối năm là bao nhiêu lần?",0,0,0,,,False,False,False,0
416,416,"Trong các công ty thuộc ngành Dầu khí (Bình Sơn, PLX, PVT) năm 2024, tỷ số thanh toán nhanh của doanh nghiệp có hệ số dòng tiền hoạt động trên nợ ngắn hạn thấp nhất là bao nhiêu lần? Biết tỷ số thanh toán nhanh được tính bằng (tài sản ngắn hạn - hàng tồn kho) / (nợ ngắn hạn).",0,0,0,,,False,False,False,0
417,417,"Vào năm 2024, xét phân khúc doanh nghiệp ngành thực phẩm gồm Masan, Dabaco, Sao Mai, Thủy sản Minh Phú và Đại Dương, hệ số D/E cuối năm 2024 của công ty có hiệu số giữa CFO Margin và biên lợi nhuận ròng lớn nhất là bao nhiêu lần?",0,0,0,,,False,False,False,0
418,418,"Trong năm 2024, xét các DN trong nhóm VIC-NVL-VRE-KBC-SCR-VPI, hệ số ROA của doanh nghiệp có tỷ lệ chi phí bán hàng và quản lý doanh nghiệp trên doanh thu thuần  cao nhất chênh lệch bao nhiêu điểm phần trăm so với doanh nghiệp có tỷ lệ này thấp nhất?",0,0,0,,,False,False,False,0
419,419,"Trong các doanh nghiệp ngành Dầu khí (Bình Sơn, Tập đoàn Xăng dầu - PLX, PVTrans) có tỉ lệ thanh toán lãi vay thực tế trên 2 lần năm 2024, nếu chi phí lãi vay tăng 20% và các khoản khác giữ nguyên, biên lợi nhuận trước thuế thấp nhất theo kịch bản là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
420,420,"Trong các doanh nghiệp thuộc nhóm VNM-MSN-DBC-ASM-MPC-OGC và có vốn lưu động ròng âm cuối năm 2024, ROA của doanh nghiệp có hệ số nợ phải trả trên tổng tài sản thấp nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
421,421,"Từ năm 2023 sang 2024, ROA của doanh nghiệp có mức giảm biên lợi nhuận ròng mạnh nhất trong ngành Quản lý và phát triển bất động sản (Tập đoàn Vingroup, Vincom Retail, Đô thị Kinh Bắc, Văn Phú Invest, Đầu tư Hải Phát) đã thay đổi bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
422,422,"Trong các doanh nghiệp hợp nhất ngành Nguyên vật liệu (Dầu Khí Cà Mau, DPM, GVR, Hoà Phát, Vicem Hà Tiên) năm 2024 có tăng trưởng doanh thu thuần cao hơn trung vị ngành, hệ số CFO trên LNST của doanh nghiệp có chênh lệch dương giữa LNST và CFO lớn nhất là bao nhiêu lần, làm tròn 2 chữ số thập phân?",0,0,0,,,False,False,False,0
423,423,"Xét năm 2024 và các doanh nghiệp thuộc nhóm GEX, HBC, PC1, SAM, VGC có tỉ số thanh toán nhanh (tài sản ngắn hạn trừ hàng tồn kho) trên nợ ngắn hạn thấp hơn trung vị ngành, nếu EBIT proxy bằng LNTT cộng chi phí lãi vay giảm 15% và chi phí lãi vay giữ nguyên, hệ số khả năng thanh toán lãi vay thấp nhất theo kịch bản là bao nhiêu lần, làm tròn 2 chữ số thập phân?",0,0,0,,,False,False,False,0
424,424,"Năm 2024, trong nhóm DCM, GVR, và HT1, doanh nghiệp có số ngày tồn kho vượt trung vị ngành nhiều nhất có thể giải phóng ước tính bao nhiêu tỷ đồng nếu giảm số ngày tồn kho (DOH) về đúng trung vị, giả định COGS (giá vốn hàng bán) giữ nguyên?",0,0,0,,,False,False,False,0
425,425,"Trong giai đoạn 2021–2024, giả sử Tập đoàn FPT phát hành thêm 10% số cổ phiếu đang lưu hành ngay từ đầu năm có tỷ suất lợi nhuận sau thuế trên vốn chủ sở hữu bình quân cao nhất và lợi nhuận giữ nguyên, mức pha loãng EPS cơ bản theo kịch bản là bao nhiêu nghìn đồng/cổ phiếu?",0,0,0,,,False,False,False,0
426,426,"Trong giai đoạn 2021-2024, khi rà soát chất lượng lợi nhuận hợp nhất của FPT, ở năm có tỷ lệ dòng tiền hoạt động (CFO) trên LNST thấp nhất và LNST dương, phần LNST chưa chuyển hóa thành CFO là bao nhiêu nghìn tỷ đồng?",0,0,0,,,False,False,False,0
427,427,"Vào năm 2016 tại Tập đoàn FPT, với các đồng tiền có công nợ tiền tệ cuối năm lớn hơn tài sản tiền tệ cuối năm, tổng mức giảm lợi nhuận trước thuế theo bảng độ nhạy nếu VND biến động bất lợi 5% là bao nhiêu tỷ đồng?",0,0,0,,,False,False,False,0
428,428,"Tại ngân hàng ACB, nếu VND giảm 5% so với từng đồng ngoại tệ và chỉ xét trạng thái tiền tệ nội, ngoại bảng đã công bố, đồng tiền gây bất lợi lớn nhất sẽ làm giảm LNTT theo kịch bản tương đương bao nhiêu phần trăm LNTT năm 2024?",0,0,0,,,False,False,False,0
429,429,"Năm 2024, khi rà soát hiệu suất tài sản cố định của các doanh nghiệp thực phẩm (Tập đoàn Sao Mai; Tập đoàn DABACO; Masan; Tập đoàn Đại Dương; Vinamilk), trong nhóm có vòng quay tài sản cố định thấp hơn trung vị ngành, doanh nghiệp có bình quân tài sản cố định thuần lớn nhất đang tạo doanh thu bằng bao nhiêu lần bình quân tài sản cố định thuần?",0,0,0,,,False,False,False,0
430,430,"Trong các doanh nghiệp bất động sản (DIG,IJC,KBC,NVL,SCR,VIC,VPI,VRE) có doanh thu và biên lợi nhuận hoạt động cùng sụt giảm năm 2024, doanh nghiệp có SG&A intensity tăng mạnh nhất có biên lợi nhuận hoạt động giảm bao nhiêu điểm phần trăm?",0,0,0,,,False,False,False,0
431,431,"Trong ngành BĐS (gồm các công ty hpx,kbc,nvl,vic,vpi,vre), xét các doanh nghiệp có biên lợi nhuận gộp năm 2024 giảm trên 2 điểm phần trăm so với năm 2023, tỷ số ROE năm 2024 của doanh nghiệp có vòng quay tổng tài sản tăng nhiều nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
432,432,"Năm 2023, trong nhóm các doanh nghiệp gồm ASM, DBC, MML, MPC, MSN, OGC, QNS, SAB, VNM, VSF có vòng quay tài sản cố định dưới trung vị nhóm, mức tăng doanh thu thuần lớn nhất cần thiết để vòng quay tài sản cố định đạt trung vị, giả định tài sản cố định thuần bình quân giữ nguyên, là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
433,433,"Trong năm 2023, xét tập hợp CRE, HPX, KBC, KHG, NVL, SNZ, SSH, VIC, VPI và VRE. Trong nhóm có hệ số nợ phải trả trên tổng tài sản cao hơn trung vị của tập hợp, tổng nợ phải trả của các doanh nghiệp có giá trị tài sản ròng chịu áp lực thanh lý âm (sau khi giảm 30% giá trị phải thu ngắn hạn và dài hạn, giảm 50% giá trị hàng tồn kho, giữ nguyên các tài sản và nợ phải trả khác) chiếm bao nhiêu phần trăm tổng nợ phải trả của chính nhóm sau lọc này?",0,0,0,,,False,False,False,0
434,434,"Trong năm 2023, xét các doanh nghiệp bất động sản gồm các mã DIG, HPX, SNZ, SSH và VRE có hệ số khả năng thanh toán lãi vay trên 2 lần, chi phí lãi vay của doanh nghiệp có biên an toàn thấp nhất có thể tăng tối đa bao nhiêu phần trăm trước khi hệ số này giảm về đúng 2,0 lần?",0,0,0,,,False,False,False,0
435,435,"Trong năm 2023, nếu doanh thu thuần của mỗi doanh nghiệp gồm CRE, Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng, Hải Phát Đầu tư, KHG, SNZ, Công ty Cổ phần Phát triển Sunshine Homes và VRE đồng loạt giảm 10%, có bao nhiêu đơn vị có hệ số khả năng thanh toán lãi vay rơi xuống dưới 1,5 lần theo kịch bản, nếu giả sử biên lợi nhuận gộp, chi phí ngoài giá vốn và chi phí lãi vay không đổi?",0,0,0,,,False,False,False,0
436,436,"Trong năm 2023, xét nhóm doanh nghiệp gồm Điện lực Gelex, Tập đoàn Gelex, Đầu tư Hạ tầng Giao thông Đèo Cả, SAM Holdings, Tổng Công ty Sông Đà và Viglacera có biên lợi nhuận hoạt động dương; giả định sản lượng và các chi phí ngoài giá vốn không đổi, nếu giá vốn tăng 5%, mức tăng giá bán lớn nhất cần thiết để giữ nguyên biên lợi nhuận hoạt động là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
437,437,"Năm 2024, xét 7 doanh nghiệp có mã cổ phiếu VIC, NVL, VRE, KBC, SCR, VPI và HPX. Các doanh nghiệp có tỷ lệ nợ phải trả trên tổng tài sản thấp hơn mức trung vị của 7 doanh nghiệp này đóng góp bao nhiêu phần trăm vào tổng lợi nhuận sau thuế của các doanh nghiệp có lãi?",0,0,0,,,False,False,False,0
438,438,"Trong các doanh nghiệp có mã cổ phiếu VIC, NVL, VRE, KBC, VPI và HPX, xét những doanh nghiệp có lợi nhuận sau thuế dương và tỷ lệ dòng tiền thuần từ hoạt động kinh doanh (CFO) trên lợi nhuận sau thuế lớn hơn 1 ở cả hai năm. Tốc độ tăng trưởng doanh thu thuần năm 2024 so với năm 2023, tính bình quân cho các doanh nghiệp này, là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
439,439,"Trong giai đoạn 2018–2024 của HPG, xét các năm có biên lợi nhuận gộp thấp hơn mức trung vị của cả giai đoạn. Trong số các năm này, ROE của năm có tỷ lệ dòng tiền thuần từ hoạt động kinh doanh (CFO) trên doanh thu thuần cao nhất là bao nhiêu phần trăm?",0,0,0,,,False,False,False,0
440,440,"Trong giai đoạn 2021–2024 của DIG, năm mà có tỷ lệ nợ phải trả trên vốn chủ sở hữu cao nhất, lợi nhuận trước lãi vay và thuế trong năm đó gấp bao nhiêu lần chi phí lãi vay?",0,0,0,,,False,False,False,0
